area,area_title,year,post,event_time,total_emp,wage_emp,wage_bill,n_occ_cells,n_wage_cells,bartik_exposure,base_total_emp,n_base_occs,avg_wage,log_emp,log_wage,log_wbill,z_bartik_post,balanced
21140,"Elkhart-Goshen, IN",2024,1,2,101820.0,101540.0,5856209000.0,306,303,0.2419668344872481,419500.0,336,57673.91175891274,11.530961827456327,10.962560214357877,22.490768302859262,0.2419668344872481,1
21300,"Elmira, NY",2019,0,-3,25890.0,25830.0,1159426400.0,157,156,0.28857028198734225,101230.0,213,44886.81378242354,10.161612072745584,10.71189935091926,20.871191237009146,0.0,1
21300,"Elmira, NY",2020,0,-2,24430.0,24300.0,1140897800.0,143,141,0.28857028198734225,101230.0,213,46950.52674897119,10.103567164251785,10.75684970393388,20.855081333262522,0.0,1
21300,"Elmira, NY",2021,0,-1,24950.0,24950.0,1257232100.0,167,167,0.28857028198734225,101230.0,213,50390.06412825651,10.124629101179664,10.827549294312384,20.952178395492048,0.0,1
21300,"Elmira, NY",2022,0,0,25960.0,25960.0,1344847000.0,171,171,0.28857028198734225,101230.0,213,51804.583975346686,10.164312170818027,10.855233918064796,21.019546088882823,0.0,1
21300,"Elmira, NY",2023,1,1,25830.0,25770.0,1402510700.0,169,168,0.28857028198734225,101230.0,213,54424.16375630578,10.159291886089886,10.904563520919124,21.061529824565536,0.28857028198734225,1
21300,"Elmira, NY",2024,1,2,27340.0,27340.0,1589123700.0,184,184,0.28857028198734225,101230.0,213,58124.49524506218,10.216106110277941,10.970342458896033,21.186448569173972,0.28857028198734225,1
21340,"El Paso, TX",2019,0,-3,278680.0,278060.0,10910180600.0,353,348,0.302492419323146,1128110.0,492,39236.78558584478,12.537819449144056,10.577369993551379,23.112962190274914,0.0,1
21340,"El Paso, TX",2020,0,-2,265840.0,265170.0,10640368300.0,350,343,0.302492419323146,1128110.0,492,40126.59162046989,12.490649903028476,10.599794526199387,23.08792093492249,0.0,1
21340,"El Paso, TX",2021,0,-1,284680.0,284440.0,11841175600.0,438,436,0.302492419323146,1128110.0,492,41629.78343411616,12.559121021413208,10.636571138016377,23.194848752013833,0.0,1
21340,"El Paso, TX",2022,0,0,298910.0,298520.0,13192431100.0,434,432,0.302492419323146,1128110.0,492,44192.788087900306,12.607897803717742,10.696316889320743,23.302909100566065,0.0,1
21340,"El Paso, TX",2023,1,1,305940.0,305890.0,14438792600.0,449,448,0.302492419323146,1128110.0,492,47202.56497433718,12.631144283277257,10.762203512773771,23.393184351956716,0.302492419323146,1
21340,"El Paso, TX",2024,1,2,313840.0,313570.0,15674818300.0,448,446,0.302492419323146,1128110.0,492,49988.25876199891,12.656638580883435,10.81954343207461,23.47532133169167,0.302492419323146,1
21420,"Enid, OK",2019,0,-3,17200.0,17020.0,708219400.0,117,116,0.27666366568659134,66680.0,157,41611.01057579318,9.752664662801545,10.636120088531218,20.378264490658584,0.0,1
21420,"Enid, OK",2020,0,-2,15490.0,15430.0,630047700.0,108,107,0.27666366568659134,66680.0,157,40832.644199611146,9.647949933410914,10.617237143412178,20.261306088769384,0.0,1
21420,"Enid, OK",2021,0,-1,16800.0,16800.0,736727100.0,126,126,0.27666366568659134,66680.0,157,43852.80357142857,9.72913416539135,10.688593931250923,20.41772809664227,0.0,1
21420,"Enid, OK",2022,0,0,17190.0,17110.0,753828200.0,128,127,0.27666366568659134,66680.0,157,44057.75569842198,9.752083098376895,10.693256681665018,20.440675048551256,0.0,1
21420,"Enid, OK",2023,1,1,17760.0,17590.0,815175800.0,129,127,0.27666366568659134,66680.0,157,46343.138146674246,9.784704016546161,10.743828515733915,20.51891435346552,0.27666366568659134,1
21420,"Enid, OK",2024,1,2,17980.0,17900.0,846343200.0,135,133,0.27666366568659134,66680.0,157,47281.74301675978,9.79701530802561,10.763879517237164,20.55643550906601,0.27666366568659134,1
21500,"Erie, PA",2019,0,-3,107210.0,105890.0,4320503200.0,304,289,0.2813861451513762,415290.0,391,40801.80564736991,11.582544806850285,10.616481615475971,22.18663771390047,0.0,1
21500,"Erie, PA",2020,0,-2,99210.0,97690.0,4191377600.0,281,267,0.2813861451513762,415290.0,391,42904.878697921995,11.504994094643948,10.666740821012473,22.15629529965946,0.0,1
21500,"Erie, PA",2021,0,-1,103120.0,103030.0,4716862900.0,321,320,0.2813861451513762,415290.0,391,45781.451033679514,11.54364863761307,10.731634288803285,22.2744097757424,0.0,1
21500,"Erie, PA",2022,0,0,105750.0,105450.0,5003217300.0,332,328,0.2813861451513762,415290.0,391,47446.34708392603,11.568833096908524,10.76735481654197,22.33334700244889,0.0,1
21500,"Erie, PA",2023,1,1,106140.0,105730.0,5323234000.0,325,323,0.2813861451513762,415290.0,391,50347.432138465905,11.572514256381886,10.826702896617075,22.395346850343646,0.2813861451513762,1
21500,"Erie, PA",2024,1,2,107550.0,107430.0,5715070000.0,330,328,0.2813861451513762,415290.0,391,53198.08247230755,11.585711134695876,10.881777630926527,22.466372382587114,0.2813861451513762,1
22020,"Fargo, ND-MN",2019,0,-3,123590.0,122110.0,6007326800.0,338,320,0.3096530454065738,494260.0,433,49196.02653345344,11.724724914583781,10.803568137703838,22.516245694530905,0.0,1
22020,"Fargo, ND-MN",2020,0,-2,117740.0,117670.0,6081415800.0,329,327,0.3096530454065738,494260.0,433,51681.95631851789,11.676234082582253,10.852863992200508,22.52850336765848,0.0,1
22020,"Fargo, ND-MN",2021,0,-1,125030.0,124980.0,6616422900.0,372,371,0.3096530454065738,494260.0,433,52939.85357657225,11.736308987489044,10.876911709939947,22.61282071342302,0.0,1
22020,"Fargo, ND-MN",2022,0,0,127900.0,127670.0,7104779300.0,380,375,0.3096530454065738,494260.0,433,55649.55980261612,11.759003987566935,10.926829446566675,22.684033535381072,0.0,1
22020,"Fargo, ND-MN",2023,1,1,133010.0,132630.0,7814937600.0,378,373,0.3096530454065738,494260.0,433,58922.850033928975,11.798179592347342,10.983984240654662,22.77930281614306,0.3096530454065738,1
22020,"Fargo, ND-MN",2024,1,2,134760.0,134370.0,8275556400.0,383,377,0.3096530454065738,494260.0,433,61587.827640098236,11.811250697520489,11.028219526750359,22.836571994619813,0.3096530454065738,1
22140,"Farmington, NM",2019,0,-3,38960.0,38630.0,1672947600.0,175,168,0.26252927081340754,148070.0,235,43306.95314522392,10.57029075775647,10.676068481819984,21.237852937480312,0.0,1
22140,"Farmington, NM",2020,0,-2,35930.0,35850.0,1565796100.0,167,166,0.26252927081340754,148070.0,235,43676.320781032075,10.489327880107565,10.684561375667661,21.17166022169543,0.0,1
22140,"Farmington, NM",2021,0,-1,35290.0,35080.0,1623708100.0,186,184,0.26252927081340754,148070.0,235,46285.8637400228,10.471354916669316,10.74259187466505,21.20797832115117,0.0,1
22140,"Farmington, NM",2022,0,0,37890.0,37660.0,1793047600.0,194,192,0.26252927081340754,148070.0,235,47611.4604354753,10.542442504012646,10.770828776691323,21.307182578902466,0.0,1
22140,"Farmington, NM",2023,1,1,39580.0,39420.0,1974104400.0,189,188,0.26252927081340754,148070.0,235,50078.75190258752,10.586079219156558,10.821352083390487,21.4033806640972,0.26252927081340754,1
22140,"Farmington, NM",2024,1,2,39650.0,39440.0,2037469200.0,197,195,0.26252927081340754,148070.0,235,51659.96957403651,10.587846227062993,10.852438477684046,21.434974286400617,0.26252927081340754,1
22180,"Fayetteville, NC",2019,0,-3,108430.0,108010.0,4485377400.0,279,276,0.2987099040434681,436060.0,375,41527.42709008425,11.593860082466227,10.634109381661668,22.224088476074186,0.0,1
22180,"Fayetteville, NC",2020,0,-2,102510.0,101820.0,4393206000.0,267,260,0.2987099040434681,436060.0,375,43146.788450206244,11.537715633777447,10.672363266168269,22.203325093624596,0.0,1
22180,"Fayetteville, NC",2021,0,-1,110060.0,109720.0,5085797500.0,310,306,0.2987099040434681,436060.0,375,46352.51093693037,11.608780950613749,10.744030742923231,22.34971768797477,0.0,1
22180,"Fayetteville, NC",2022,0,0,115060.0,114610.0,5636924100.0,321,315,0.2987099040434681,436060.0,375,49183.52761539133,11.653209010417285,10.803314041855621,22.452604381346365,0.0,1
22180,"Fayetteville, NC",2023,1,1,116880.0,116630.0,6030694800.0,315,312,0.2987099040434681,436060.0,375,51707.92077510075,11.668903046424582,10.853366255243245,22.52012806492834,0.2987099040434681,1
22180,"Fayetteville, NC",2024,1,2,119220.0,119160.0,6657568000.0,319,318,0.2987099040434681,436060.0,375,55870.82913729439,11.688725804773917,10.93079768281729,22.619020089644508,0.2987099040434681,1
22380,"Flagstaff, AZ",2019,0,-3,47840.0,47170.0,1933852600.0,199,195,0.28756954228698633,188230.0,280,40997.51112995548,10.775617388624513,10.621266639696445,21.382780015974753,0.0,1
22380,"Flagstaff, AZ",2020,0,-2,42260.0,41750.0,1864613900.0,195,190,0.28756954228698633,188230.0,280,44661.41077844311,10.651596291170048,10.70686511420205,21.34631984448105,0.0,1
22380,"Flagstaff, AZ",2021,0,-1,47940.0,46520.0,2236744200.0,226,225,0.28756954228698633,188230.0,280,48081.345657781596,10.777705507988376,10.780649556708068,21.528287163340668,0.0,1
22380,"Flagstaff, AZ",2022,0,0,50190.0,50150.0,2461482500.0,226,225,0.28756954228698633,188230.0,280,49082.40279162512,10.823571082648979,10.80125585426109,21.62402964765117,0.0,1
22380,"Flagstaff, AZ",2023,1,1,53170.0,53170.0,2840098600.0,232,232,0.28756954228698633,188230.0,280,53415.43351514012,10.881249606498384,10.885855000328334,21.767104606826717,0.28756954228698633,1
22380,"Flagstaff, AZ",2024,1,2,56570.0,54540.0,2988647500.0,240,236,0.28756954228698633,188230.0,280,54797.350568390175,10.943234088337201,10.911397124475188,21.81808678087477,0.28756954228698633,1
22420,"Flint, MI",2019,0,-3,116810.0,111970.0,5086606700.0,262,246,0.2963419572560067,441270.0,358,45428.29954452085,11.668303962149741,10.723890527820053,22.349876785074297,0.0,1
22420,"Flint, MI",2020,0,-2,101450.0,97430.0,4514988000.0,245,235,0.2963419572560067,441270.0,358,46340.8395771323,11.527321345253961,10.743778915585132,22.23066836600452,0.0,1
22420,"Flint, MI",2021,0,-1,108640.0,107770.0,5441053900.0,302,300,0.2963419572560067,441270.0,358,50487.64869629767,11.595794942792523,10.829484005077486,22.417238610668363,0.0,1
22420,"Flint, MI",2022,0,0,114370.0,113720.0,5920105400.0,324,318,0.2963419572560067,441270.0,358,52058.61238128737,11.647194085775263,10.860125523972954,22.50162008973789,0.0,1
22420,"Flint, MI",2023,1,1,116570.0,116470.0,6402895300.0,316,314,0.2963419572560067,441270.0,358,54974.63123551129,11.666247229913878,10.914627107542552,22.58001611563925,0.2963419572560067,1
22420,"Flint, MI",2024,1,2,116850.0,116330.0,6543336400.0,312,308,0.2963419572560067,441270.0,358,56248.05639130061,11.668646339967005,10.937526766426151,22.601713025236965,0.2963419572560067,1
22500,"Florence, SC",2019,0,-3,76220.0,75350.0,3182847700.0,248,242,0.2907666415526972,299620.0,328,42240.845388188456,11.241379174427852,10.651142932104783,21.881042136159426,0.0,1
22500,"Florence, SC",2020,0,-2,70950.0,70520.0,3111319900.0,223,218,0.2907666415526972,299620.0,328,44119.68094157686,11.169730682588188,10.694661241736052,21.858312878247858,0.0,1
22500,"Florence, SC",2021,0,-1,75000.0,74900.0,3294846800.0,264,262,0.2907666415526972,299620.0,328,43989.943925233645,11.225243392518447,10.691716339625737,21.915625509131047,0.0,1
22500,"Florence, SC",2022,0,0,77450.0,77410.0,3700021500.0,277,276,0.2907666415526972,299620.0,328,47797.71993282522,11.257387845845015,10.77473321719176,22.03160446739052,0.0,1
22500,"Florence, SC",2023,1,1,79090.0,78920.0,4066321400.0,277,276,0.2907666415526972,299620.0,328,51524.5995945261,11.278341723513464,10.849814634637267,22.12600459477382,0.2907666415526972,1
22500,"Florence, SC",2024,1,2,80670.0,80470.0,4271233900.0,273,272,0.2907666415526972,299620.0,328,53078.58705107494,11.29812203793102,10.879528868858142,22.175168591998318,0.2907666415526972,1
22520,"Florence-Muscle Shoals, AL",2019,0,-3,44290.0,44200.0,1671965500.0,185,183,0.2794492743704428,174700.0,254,37827.27375565611,10.698514196917245,10.540785649358956,21.237265717424744,0.0,1
22520,"Florence-Muscle Shoals, AL",2020,0,-2,41310.0,41230.0,1639557500.0,181,179,0.2794492743704428,174700.0,254,39766.12903225807,10.62885988039081,10.590770799601227,21.217692225302173,0.0,1
22520,"Florence-Muscle Shoals, AL",2021,0,-1,43720.0,43720.0,1783804400.0,210,210,0.2794492743704428,174700.0,254,40800.64958828911,10.685560942290476,10.616453281547107,21.30201422383758,0.0,1
22520,"Florence-Muscle Shoals, AL",2022,0,0,45380.0,45210.0,1944449700.0,209,208,0.2794492743704428,174700.0,254,43009.28334439283,10.722826758333833,10.669171263104499,21.38824484339315,0.0,1
22520,"Florence-Muscle Shoals, AL",2023,1,1,46450.0,45970.0,2086011900.0,212,209,0.2794492743704428,174700.0,254,45377.678921035455,10.746131744241984,10.722775609406433,21.458519898206706,0.2794492743704428,1
22520,"Florence-Muscle Shoals, AL",2024,1,2,47460.0,47320.0,2244982500.0,215,213,0.2794492743704428,174700.0,254,47442.5718512257,10.767642529989754,10.767275244917702,21.531963563010024,0.2794492743704428,1
22540,"Fond du Lac, WI",2019,0,-3,31230.0,31110.0,1385566700.0,165,162,0.27689597339548316,133150.0,245,44537.6631308261,10.349134450277123,10.704090472682037,21.04937506257372,0.0,1
22540,"Fond du Lac, WI",2020,0,-2,30410.0,29980.0,1414622500.0,154,150,0.27689597339548316,133150.0,245,47185.54036024016,10.32252678067141,10.761842776339424,21.070128547996013,0.0,1
22540,"Fond du Lac, WI",2021,0,-1,36020.0,35880.0,1832254000.0,209,207,0.27689597339548316,133150.0,245,51066.16499442586,10.491829618729946,10.840877423703319,21.32881273987605,0.0,1
22540,"Fond du Lac, WI",2022,0,0,35490.0,35490.0,1869637700.0,199,199,0.27689597339548316,133150.0,245,52680.69033530572,10.477006245640542,10.872004260086195,21.34901050572674,0.0,1
22540,"Fond du Lac, WI",2023,1,1,36540.0,36410.0,2041512800.0,206,205,0.27689597339548316,133150.0,245,56070.1126064268,10.506162829931998,10.934358197434353,21.43695693860383,0.27689597339548316,1
22540,"Fond du Lac, WI",2024,1,2,35640.0,35510.0,2056085500.0,197,195,0.27689597339548316,133150.0,245,57901.59110109828,10.481223881584746,10.966500143340651,21.444069769277785,0.27689597339548316,1
22900,"Fort Smith, AR-OK",2019,0,-3,91060.0,90840.0,3570409900.0,271,268,0.27215938266080386,369190.0,353,39304.38022897402,11.419273908888773,10.579091247854562,21.995946244074055,0.0,1
22900,"Fort Smith, AR-OK",2020,0,-2,88450.0,88410.0,3502493100.0,261,260,0.27215938266080386,369190.0,353,39616.481167288766,11.390192699587931,10.587000501752232,21.97674086615208,0.0,1
22900,"Fort Smith, AR-OK",2021,0,-1,93470.0,93250.0,3866042100.0,309,307,0.27215938266080386,369190.0,353,41458.896514745305,11.44539580817663,10.632457769975783,22.075497107481844,0.0,1
22900,"Fort Smith, AR-OK",2022,0,0,96210.0,96210.0,4194055500.0,308,308,0.27215938266080386,369190.0,353,43592.71905207359,11.47428858135531,10.682645421173543,22.156934002528853,0.0,1
22900,"Fort Smith, AR-OK",2023,1,1,96980.0,96690.0,4446276300.0,320,316,0.27215938266080386,369190.0,353,45984.86192987899,11.482260050659344,10.736067532828844,22.215332796306438,0.27215938266080386,1
22900,"Fort Smith, AR-OK",2024,1,2,87070.0,86930.0,4193882400.0,287,285,0.27215938266080386,369190.0,353,48244.36213044979,11.37446767182266,10.784034252902675,22.156892728975784,0.27215938266080386,1
23060,"Fort Wayne, IN",2019,0,-3,191840.0,190460.0,8640373400.0,367,351,0.28798159379095056,761730.0,490,45365.81644439777,12.16441697026134,10.722514158673079,22.879711636421113,0.0,1
23060,"Fort Wayne, IN",2020,0,-2,180640.0,179170.0,8310553700.0,373,355,0.28798159379095056,761730.0,490,46383.622816319694,12.10426137938349,10.74470171936569,22.840792074159634,0.0,1
23060,"Fort Wayne, IN",2021,0,-1,190770.0,190710.0,9581156400.0,432,431,0.28798159379095056,761730.0,490,50239.40223375806,12.158823792929564,10.824554902857882,22.983064131456445,0.0,1
23060,"Fort Wayne, IN",2022,0,0,198480.0,197230.0,9960896400.0,430,425,0.28798159379095056,761730.0,490,50503.96187192618,12.198443618365683,10.829807065095611,23.021932904493163,0.0,1
23060,"Fort Wayne, IN",2023,1,1,202680.0,202330.0,11080531000.0,435,431,0.28798159379095056,761730.0,490,54764.646864034,12.219383659589846,10.910800134531707,23.128455441304947,0.28798159379095056,1
23060,"Fort Wayne, IN",2024,1,2,205180.0,204460.0,11711084500.0,437,431,0.28798159379095056,761730.0,490,57278.12041475105,12.231642921641704,10.955673987107852,23.18380162341886,0.28798159379095056,1
23420,"Fresno, CA",2019,0,-3,340830.0,339650.0,16239331700.0,396,390,0.27237159314178505,1384020.0,528,47811.95848667746,12.73913909823206,10.775031064735916,23.510702019355364,0.0,1
23420,"Fresno, CA",2020,0,-2,326470.0,325310.0,16489553700.0,392,382,0.27237159314178505,1384020.0,528,50688.7390489072,12.696093339862976,10.833459055420299,23.52599290826385,0.0,1
23420,"Fresno, CA",2021,0,-1,346310.0,346160.0,18595928200.0,462,460,0.27237159314178505,1384020.0,528,53720.61532239427,12.755089606670095,10.891552104823143,23.64620847972191,0.0,1
23420,"Fresno, CA",2022,0,0,370410.0,370050.0,20884789600.0,476,469,0.27237159314178505,1384020.0,528,56437.750574246726,12.8223657792299,10.940893550003247,23.76228696062886,0.0,1
23420,"Fresno, CA",2023,1,1,378330.0,378070.0,22703509500.0,493,489,0.27237159314178505,1384020.0,528,60051.0738752083,12.84352210961803,11.002950710365853,23.845785353008104,0.27237159314178505,1
23420,"Fresno, CA",2024,1,2,438830.0,435890.0,26641501700.0,488,484,0.27237159314178505,1384020.0,528,61119.78182568997,12.991867373323327,11.020590854228173,24.005736051149984,0.27237159314178505,1
23460,"Gadsden, AL",2019,0,-3,26450.0,26380.0,957116700.0,131,130,0.2699483527044624,99520.0,178,36281.90674753601,10.183011437286446,10.499074459285078,20.679435885556384,0.0,1
23460,"Gadsden, AL",2020,0,-2,22460.0,22390.0,836294600.0,123,122,0.2699483527044624,99520.0,178,37351.25502456454,10.019491228292434,10.528121791725074,20.544491501317875,0.0,1
23460,"Gadsden, AL",2021,0,-1,25190.0,25190.0,944986200.0,144,144,0.2699483527044624,99520.0,178,37514.33902342199,10.134202369346657,10.53247851283013,20.666680882176788,0.0,1
23460,"Gadsden, AL",2022,0,0,25420.0,25290.0,1014066000.0,147,145,0.2699483527044624,99520.0,178,40097.50889679715,10.143291544743445,10.599069489090606,20.73723382875462,0.0,1
23460,"Gadsden, AL",2023,1,1,25480.0,25480.0,1069097000.0,143,143,0.2699483527044624,99520.0,178,41958.28100470958,10.145649109686099,10.644431094195104,20.790080203881203,0.2699483527044624,1
23460,"Gadsden, AL",2024,1,2,26020.0,25940.0,1146134900.0,147,146,0.2699483527044624,99520.0,178,44184.07478797224,10.166620752066496,10.696119704227886,20.85966116209832,0.2699483527044624,1
23540,"Gainesville, FL",2019,0,-3,113830.0,108800.0,4796067100.0,290,280,0.31944295619969876,452750.0,384,44081.49908088235,11.642461386319262,10.693795451435516,22.291062064839497,0.0,1
23540,"Gainesville, FL",2020,0,-2,110150.0,105140.0,4869189300.0,289,282,0.31944295619969876,452750.0,384,46311.482784858286,11.609598352230488,10.743145217637622,22.30619329201106,0.0,1
23540,"Gainesville, FL",2021,0,-1,111840.0,111280.0,5431079200.0,317,315,0.31944295619969876,452750.0,384,48805.52839683681,11.624824557467637,10.795598872245197,22.41540369884252,0.0,1
23540,"Gainesville, FL",2022,0,0,116930.0,116550.0,6130833100.0,319,315,0.31944295619969876,452750.0,384,52602.6006006006,11.669330744134363,10.870520838579688,22.536596483043592,0.0,1
23540,"Gainesville, FL",2023,1,1,119910.0,119880.0,6718874500.0,329,328,0.31944295619969876,452750.0,384,56046.66750083417,11.694496740373479,10.933939970904623,22.628186492335225,0.31944295619969876,1
23540,"Gainesville, FL",2024,1,2,130280.0,129980.0,7558502800.0,337,333,0.31944295619969876,452750.0,384,58151.27558085859,11.77744125939017,10.970803093748499,22.74593896519684,0.31944295619969876,1
23580,"Gainesville, GA",2019,0,-3,69560.0,69090.0,2888518800.0,221,217,0.27178479464799726,292160.0,321,41808.0590534086,11.149944968468219,10.640844400250034,21.784009681732876,0.0,1
23580,"Gainesville, GA",2020,0,-2,64900.0,63850.0,2777896600.0,209,202,0.27178479464799726,292160.0,321,43506.60297572435,11.080602902692181,10.680667998102841,21.744959859563526,0.0,1
23580,"Gainesville, GA",2021,0,-1,76680.0,76680.0,3544403000.0,264,264,0.27178479464799726,292160.0,321,46223.30464267084,11.247396197159581,10.74123937938308,21.98863557654266,0.0,1
23580,"Gainesville, GA",2022,0,0,81020.0,80570.0,4052248400.0,280,277,0.27178479464799726,292160.0,321,50294.75487154027,11.302451316756681,10.825656073742868,22.12253772451411,0.0,1
23580,"Gainesville, GA",2023,1,1,83460.0,82520.0,4370569500.0,279,276,0.27178479464799726,292160.0,321,52963.760300533206,11.332122754145544,10.877363190743893,22.19815915792908,0.27178479464799726,1
23580,"Gainesville, GA",2024,1,2,87070.0,86240.0,4719587800.0,289,283,0.27178479464799726,292160.0,321,54726.20361781076,11.37446767182266,10.910097916079046,22.27498730222187,0.27178479464799726,1
23900,"Gettysburg, PA",2019,0,-3,25860.0,25780.0,1040587100.0,144,143,0.25800498850154896,100530.0,195,40364.12335143522,10.160452652325848,10.605696633556244,20.763050910049422,0.0,1
23900,"Gettysburg, PA",2020,0,-2,23050.0,22860.0,989935900.0,136,133,0.25800498850154896,100530.0,195,43304.28258967629,10.045421048424794,10.676006814173153,20.713150751521955,0.0,1
23900,"Gettysburg, PA",2021,0,-1,25570.0,25570.0,1194667000.0,163,163,0.25800498850154896,100530.0,195,46721.43136488072,10.149175068285233,10.751958254123572,20.901133322408803,0.0,1
23900,"Gettysburg, PA",2022,0,0,26050.0,26050.0,1255955200.0,164,164,0.25800498850154896,100530.0,195,48213.251439539345,10.167773047181512,10.78338918838495,20.951162235566464,0.0,1
23900,"Gettysburg, PA",2023,1,1,26010.0,26010.0,1310074100.0,161,161,0.25800498850154896,100530.0,195,50368.093041138025,10.166236358442697,10.827113179002538,20.993349537445233,0.25800498850154896,1
23900,"Gettysburg, PA",2024,1,2,25960.0,25780.0,1347955900.0,171,168,0.25800498850154896,100530.0,195,52286.88518231187,10.164312170818027,10.864500857274665,21.021855133767843,0.25800498850154896,1
24020,"Glens Falls, NY",2019,0,-3,42180.0,42040.0,1901475500.0,189,187,0.2832637894760736,162560.0,272,45230.14985727878,10.649701454032765,10.719519175693877,21.365896000684764,0.0,1
24020,"Glens Falls, NY",2020,0,-2,37690.0,37530.0,1850465600.0,190,186,0.2832637894760736,162560.0,272,49306.30428990141,10.537150086261182,10.805807227918244,21.33870312004731,0.0,1
24020,"Glens Falls, NY",2021,0,-1,40780.0,40780.0,2081549200.0,221,221,0.2832637894760736,162560.0,272,51043.384011770475,10.615947044128447,10.840431216991897,21.456378261120342,0.0,1
24020,"Glens Falls, NY",2022,0,0,41910.0,41870.0,2268716400.0,234,233,0.2832637894760736,162560.0,272,54184.77191306424,10.643279740919118,10.900155186937223,21.542480045950413,0.0,1
24020,"Glens Falls, NY",2023,1,1,43250.0,43060.0,2454180700.0,244,240,0.2832637894760736,162560.0,272,56994.44263817929,10.674752512360026,10.950709044487688,21.62105881540604,0.2832637894760736,1
24020,"Glens Falls, NY",2024,1,2,43720.0,43020.0,2549516000.0,251,243,0.2832637894760736,162560.0,272,59263.50534635053,10.685560942290476,10.989748971358413,21.659169374180134,0.2832637894760736,1
24140,"Goldsboro, NC",2019,0,-3,33880.0,33800.0,1290385200.0,151,150,0.27358874704900843,128990.0,210,38177.07692307692,10.43058014876599,10.549990533926549,20.97820661539766,0.0,1
24140,"Goldsboro, NC",2020,0,-2,30600.0,30480.0,1203661700.0,150,148,0.27358874704900843,128990.0,210,39490.213254593174,10.328755287940472,10.583808154483718,20.9086341642843,0.0,1
24140,"Goldsboro, NC",2021,0,-1,31880.0,31740.0,1282313500.0,177,174,0.27358874704900843,128990.0,210,40400.5513547574,10.369734132904151,10.606598711251102,20.971931705331503,0.0,1
24140,"Goldsboro, NC",2022,0,0,32630.0,32410.0,1398369300.0,182,179,0.27358874704900843,128990.0,210,43146.229558778155,10.392987389587367,10.67235031282764,21.05857260896323,0.0,1
24140,"Goldsboro, NC",2023,1,1,32590.0,32470.0,1488023200.0,177,175,0.27358874704900843,128990.0,210,45827.631659993844,10.391760771831608,10.732642499536725,21.120714364633617,0.27358874704900843,1
24140,"Goldsboro, NC",2024,1,2,34160.0,34020.0,1639137600.0,187,185,0.27358874704900843,128990.0,210,48181.5873015873,10.438810647902507,10.782732220864604,21.21743608681446,0.27358874704900843,1
24220,"Grand Forks, ND-MN",2019,0,-3,37340.0,36970.0,1633574600.0,199,194,0.28074843703844227,153390.0,260,44186.491750067624,10.527820417095713,10.696174404841239,21.214036456771915,0.0,1
24220,"Grand Forks, ND-MN",2020,0,-2,35350.0,34830.0,1593189600.0,192,184,0.28074843703844227,153390.0,260,45741.87769164513,10.473053671324719,10.730769518147504,21.18900388150755,0.0,1
24220,"Grand Forks, ND-MN",2021,0,-1,39880.0,39780.0,1941053800.0,218,216,0.28074843703844227,153390.0,260,48794.715937657114,10.593630224075774,10.795377306012497,21.38649685842046,0.0,1
24220,"Grand Forks, ND-MN",2022,0,0,40820.0,40710.0,2097661000.0,216,214,0.28074843703844227,153390.0,260,51526.922132154265,10.616927436363836,10.849859709908156,21.46408875140518,0.0,1
24220,"Grand Forks, ND-MN",2023,1,1,42750.0,42600.0,2330005100.0,222,219,0.28074843703844227,153390.0,260,54694.95539906103,10.663124474364906,10.909526761105365,21.569136293362828,0.28074843703844227,1
24220,"Grand Forks, ND-MN",2024,1,2,42910.0,42770.0,2446427600.0,233,230,0.28074843703844227,153390.0,260,57199.61655365911,10.666860177985571,10.954302473738062,21.617894674959015,0.28074843703844227,1
24260,"Grand Island, NE",2019,0,-3,29850.0,29850.0,1269000900.0,169,169,0.2789813648921362,123290.0,243,42512.59296482412,10.303940118820748,10.65755561607752,20.961495734898268,0.0,1
24260,"Grand Island, NE",2020,0,-2,27920.0,27850.0,1243671900.0,169,168,0.2789813648921362,123290.0,243,44656.08258527828,10.237098556876308,10.706745805140173,20.941334050495602,0.0,1
24260,"Grand Island, NE",2021,0,-1,32120.0,32120.0,1523005900.0,203,203,0.2789813648921362,123290.0,243,47416.12391033624,10.377234168060697,10.76671761672426,21.14395178478496,0.0,1
24260,"Grand Island, NE",2022,0,0,33400.0,33400.0,1680775800.0,206,206,0.2789813648921362,123290.0,243,50322.62874251497,10.416311178964792,10.826210130520863,21.242521309485653,0.0,1
24260,"Grand Island, NE",2023,1,1,34530.0,34090.0,1765034800.0,213,211,0.2789813648921362,123290.0,243,51775.73481959519,10.449583790384038,10.854676878719232,21.29143624385118,0.2789813648921362,1
24260,"Grand Island, NE",2024,1,2,30740.0,30560.0,1667336000.0,186,184,0.2789813648921362,123290.0,243,54559.424083769634,10.333320017092587,10.907045736812249,21.234492980092707,0.2789813648921362,1
24300,"Grand Junction, CO",2019,0,-3,50560.0,49630.0,2215646700.0,213,207,0.2931393889834646,207650.0,291,44643.29437840016,10.83091602882074,10.706459393131482,21.518810161712967,0.0,1
24300,"Grand Junction, CO",2020,0,-2,47590.0,47070.0,2204630900.0,207,203,0.2931393889834646,207650.0,291,46837.28277034204,10.770377934115157,10.75443480514813,21.513825939543317,0.0,1
24300,"Grand Junction, CO",2021,0,-1,53860.0,53440.0,2682398800.0,250,247,0.2931393889834646,207650.0,291,50194.588323353295,10.89414336636559,10.823662497545094,21.70997730575562,0.0,1
