year,event_time,post,occ_code,occ_title,tot_emp,a_mean,h_mean,wage_bill,log_wage,log_emp,log_wbill,annual_only,suppressed_wage,soc_remapped,a_pct10,a_pct25,a_median,a_pct75,a_pct90,balanced,dv_alpha,dv_beta,dv_gamma,human_alpha,human_beta,human_gamma,n_onet,prefix5,exposure_imputed,exposure_residual
2020,-2,0,17-3011,Architectural and Civil Drafters,99180.0,59120.0,28.42,5863521600.0,10.987324555622084,11.504691660043123,22.49201621566521,0,False,0,36590,45770,57500,70170,83740,1,0.12,0.54,0.96,0.18,0.52,0.86,1.0,17-30,0,0
2021,-1,0,17-3011,Architectural and Civil Drafters,101310.0,60620.0,29.14,6141412200.0,11.012380150611794,11.525940402047723,22.53832055265952,0,False,0,37370,47450,60340,74940,80560,1,0.12,0.54,0.96,0.18,0.52,0.86,1.0,17-30,0,0
2022,0,0,17-3011,Architectural and Civil Drafters,105960.0,61660.0,29.64,6533493600.0,11.02939070144014,11.570816943386006,22.60020764482615,0,False,0,37770,47580,59820,74440,86180,1,0.12,0.54,0.96,0.18,0.52,0.86,1.0,17-30,0,0
2023,1,1,17-3011,Architectural and Civil Drafters,111070.0,65000.0,31.25,7219550000.0,11.082142548877776,11.617915912161166,22.70005846103894,0,False,0,39720,49660,61820,77020,94580,1,0.12,0.54,0.96,0.18,0.52,0.86,1.0,17-30,0,0
2024,2,1,17-3011,Architectural and Civil Drafters,109550.0,68860.0,33.11,7543613000.0,11.139830736892517,11.604136345023612,22.74396708191613,0,False,0,44040,52880,64280,79510,98190,1,0.12,0.54,0.96,0.18,0.52,0.86,1.0,17-30,0,0
2025,3,1,17-3011,Architectural and Civil Drafters,103700.0,70740.0,34.01,7335738000.0,11.166766462759472,11.54925739421762,22.71602385697709,0,False,0,46260,55650,66150,80870,99710,1,0.12,0.54,0.96,0.18,0.52,0.86,1.0,17-30,0,0
2019,-3,0,17-3012,Electrical and Electronics Drafters,24140.0,65720.0,31.6,1586480800.0,11.093158572151204,10.091625494651522,21.184784066802727,0,False,0,37770,47880,61530,79100,100650,1,0.1914893617021276,0.5744680851063829,0.9574468085106382,0.2553191489361702,0.4893617021276595,0.7234042553191489,1.0,17-30,0,0
2020,-2,0,17-3012,Electrical and Electronics Drafters,23020.0,65720.0,31.59,1512874400.0,11.093158572151204,10.044118682275874,21.13727725442708,0,False,0,37020,47980,62100,79740,101130,1,0.1914893617021276,0.5744680851063829,0.9574468085106382,0.2553191489361702,0.4893617021276595,0.7234042553191489,1.0,17-30,0,0
2021,-1,0,17-3012,Electrical and Electronics Drafters,20830.0,67090.0,32.26,1397484700.0,11.113790280556934,9.944149534255018,21.057939814811952,0,False,0,38120,48460,61510,78700,99210,1,0.1914893617021276,0.5744680851063829,0.9574468085106382,0.2553191489361702,0.4893617021276595,0.7234042553191489,1.0,17-30,0,0
2022,0,0,17-3012,Electrical and Electronics Drafters,20930.0,68640.0,33.0,1436635200.0,11.136630734161844,9.948938815440046,21.08556954960189,0,False,0,43270,49960,64240,80980,99420,1,0.1914893617021276,0.5744680851063829,0.9574468085106382,0.2553191489361702,0.4893617021276595,0.7234042553191489,1.0,17-30,0,0
2023,1,1,17-3012,Electrical and Electronics Drafters,20680.0,73110.0,35.15,1511914800.0,11.19972043528736,9.936922328622366,21.136642763909727,0,False,0,46470,54970,69260,83870,103530,1,0.1914893617021276,0.5744680851063829,0.9574468085106382,0.2553191489361702,0.4893617021276595,0.7234042553191489,1.0,17-30,0,0
2024,2,1,17-3012,Electrical and Electronics Drafters,20020.0,77960.0,37.48,1560759200.0,11.263951153621496,9.90448705286921,21.16843820649071,0,False,0,48680,58800,73720,91780,110180,1,0.1914893617021276,0.5744680851063829,0.9574468085106382,0.2553191489361702,0.4893617021276595,0.7234042553191489,1.0,17-30,0,0
2025,3,1,17-3012,Electrical and Electronics Drafters,17920.0,81280.0,39.08,1456537600.0,11.305655262812309,9.793672686528922,21.09932794934123,0,False,0,50040,61430,76870,96730,120290,1,0.1914893617021276,0.5744680851063829,0.9574468085106382,0.2553191489361702,0.4893617021276595,0.7234042553191489,1.0,17-30,0,0
2019,-3,0,17-3013,Mechanical Drafters,55210.0,60500.0,29.09,3340205000.0,11.010398644018933,10.918899375278093,21.929298019297025,0,False,0,36350,45050,57060,72460,92010,1,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4655172413793103,0.8620689655172413,1.0,17-30,0,0
2020,-2,0,17-3013,Mechanical Drafters,51620.0,61490.0,29.56,3174113800.0,11.026629838947516,10.851664473272605,21.87829431222012,0,False,0,37100,46150,58270,73700,92410,1,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4655172413793103,0.8620689655172413,1.0,17-30,0,0
2021,-1,0,17-3013,Mechanical Drafters,47760.0,62650.0,30.12,2992164000.0,11.045318960324217,10.773943748066484,21.8192627083907,0,False,0,37590,47230,60200,76150,95860,1,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4655172413793103,0.8620689655172413,1.0,17-30,0,0
2022,0,0,17-3013,Mechanical Drafters,47540.0,65700.0,31.59,3123378000.0,11.092854204472705,10.769326740914185,21.86218094538689,0,False,0,39030,48400,61310,77930,99070,1,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4655172413793103,0.8620689655172413,1.0,17-30,0,0
2023,1,1,17-3013,Mechanical Drafters,44850.0,69920.0,33.62,3135912000.0,11.155107010329417,10.71107886748694,21.86618587781636,0,False,0,43420,52000,64060,81380,102110,1,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4655172413793103,0.8620689655172413,1.0,17-30,0,0
2024,2,1,17-3013,Mechanical Drafters,39900.0,74040.0,35.59,2954196000.0,11.212360766687434,10.594131602877956,21.80649236956539,0,False,0,46500,56470,68510,85580,107600,1,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4655172413793103,0.8620689655172413,1.0,17-30,0,0
2025,3,1,17-3013,Mechanical Drafters,39960.0,75060.0,36.09,2999397600.0,11.226043072689013,10.59563423276249,21.8216773054515,0,False,0,48360,58080,71550,86120,106580,1,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4655172413793103,0.8620689655172413,1.0,17-30,0,0
2019,-3,0,17-3019,"Drafters, All Other",14600.0,54840.0,26.37,800664000.0,10.91217513367625,9.588776807696428,20.50095194137268,0,False,0,33450,40530,52830,64590,80430,1,0.14117562697703917,0.43829056621347195,0.7354055054499047,0.13159295494428297,0.37566690166231076,0.6197408483803384,13.0,,1,1
2020,-2,0,17-3019,"Drafters, All Other",13850.0,56530.0,27.18,782940500.0,10.942526749669335,9.536040511615484,20.47856726128482,0,False,0,34100,41570,54500,67300,83170,1,0.14117562697703917,0.43829056621347195,0.7354055054499047,0.13159295494428297,0.37566690166231076,0.6197408483803384,13.0,,1,1
2021,-1,0,17-3019,"Drafters, All Other",15300.0,58330.0,28.04,892449000.0,10.973871819747684,9.635608107380529,20.60947992712821,0,False,0,36900,46150,54240,67880,85470,1,0.14117562697703917,0.43829056621347195,0.7354055054499047,0.13159295494428297,0.37566690166231076,0.6197408483803384,13.0,,1,1
2022,0,0,17-3019,"Drafters, All Other",17980.0,60370.0,29.02,1085452600.0,11.008247571790472,9.79701530802561,20.805262879816084,0,False,0,38000,46390,57640,71850,86250,1,0.14117562697703917,0.43829056621347195,0.7354055054499047,0.13159295494428297,0.37566690166231076,0.6197408483803384,13.0,,1,1
2023,1,1,17-3019,"Drafters, All Other",16580.0,62980.0,30.28,1044208400.0,11.050572494655016,9.715952428689286,20.766524923344303,0,False,0,39000,47840,59260,74090,91400,1,0.14117562697703917,0.43829056621347195,0.7354055054499047,0.13159295494428297,0.37566690166231076,0.6197408483803384,13.0,,1,1
2024,2,1,17-3019,"Drafters, All Other",16010.0,66530.0,31.99,1065145300.0,11.105408252735932,9.68096880599076,20.786377058726693,0,False,0,42170,50970,62010,77750,96620,1,0.14117562697703917,0.43829056621347195,0.7354055054499047,0.13159295494428297,0.37566690166231076,0.6197408483803384,13.0,,1,1
2025,3,1,17-3019,"Drafters, All Other",14470.0,68250.0,32.81,987577500.0,11.130932713047208,9.57983281962553,20.71076553267273,0,False,0,43420,51650,63520,79700,99380,1,0.14117562697703917,0.43829056621347195,0.7354055054499047,0.13159295494428297,0.37566690166231076,0.6197408483803384,13.0,,1,1
2019,-3,0,17-3021,Aerospace Engineering and Operations Technologists and Technicians,11540.0,68340.0,32.86,788643600.0,11.132250525669283,9.353574540062093,20.485825065731373,0,False,0,41680,52130,66020,80520,99970,1,0.1,0.325,0.55,0.0,0.225,0.45,1.0,17-30,0,0
2020,-2,0,17-3021,Aerospace Engineering and Operations Technologists and Technicians,11900.0,70680.0,33.98,841092000.0,11.165917926433632,9.38429367909962,20.550211605533253,0,False,0,43400,53790,68570,84580,103450,1,0.1,0.325,0.55,0.0,0.225,0.45,1.0,17-30,0,0
2021,-1,0,17-3021,Aerospace Engineering and Operations Technologists and Technicians,10900.0,73510.0,35.34,801259000.0,11.205176730368134,9.296518068217235,20.50169479858537,0,False,0,47040,57780,73580,94530,103260,1,0.1,0.325,0.55,0.0,0.225,0.45,1.0,17-30,0,0
2022,0,0,17-3021,Aerospace Engineering and Operations Technologists and Technicians,9750.0,77060.0,37.05,751335000.0,11.252339618180148,9.185022563991891,20.43736218217204,0,False,0,47950,57580,74410,96150,109610,1,0.1,0.325,0.55,0.0,0.225,0.45,1.0,17-30,0,0
2023,1,1,17-3021,Aerospace Engineering and Operations Technologists and Technicians,10640.0,81280.0,39.08,864819200.0,11.305655262812309,9.272375762895637,20.578031025707944,0,False,0,50050,61490,77830,99440,113970,1,0.1,0.325,0.55,0.0,0.225,0.45,1.0,17-30,0,0
2024,2,1,17-3021,Aerospace Engineering and Operations Technologists and Technicians,9060.0,86330.0,41.5,782149800.0,11.365932441229567,9.111624399037025,20.477556840266598,0,False,0,53730,64570,79830,102220,120440,1,0.1,0.325,0.55,0.0,0.225,0.45,1.0,17-30,0,0
2025,3,1,17-3021,Aerospace Engineering and Operations Technologists and Technicians,11280.0,91310.0,43.9,1029976800.0,11.422015589610384,9.33078652505205,20.75280211466244,0,False,0,59050,67680,82890,111280,125160,1,0.1,0.325,0.55,0.0,0.225,0.45,1.0,17-30,0,0
2019,-3,0,17-3022,Civil Engineering Technologists and Technicians,68870.0,55480.0,26.67,3820907600.0,10.923777874428769,11.139975948538744,22.063753822967517,0,False,0,33880,40590,53410,67070,80650,1,0.1818181818181818,0.5909090909090909,1.0,0.2727272727272727,0.4772727272727273,0.6818181818181819,1.0,17-30,0,0
2020,-2,0,17-3022,Civil Engineering Technologists and Technicians,67270.0,56590.0,27.21,3806809300.0,10.94358757013657,11.116469651019653,22.06005722115622,0,False,0,34230,40850,54080,68350,82960,1,0.1818181818181818,0.5909090909090909,1.0,0.2727272727272727,0.4772727272727273,0.6818181818181819,1.0,17-30,0,0
2021,-1,0,17-3022,Civil Engineering Technologists and Technicians,64170.0,58000.0,27.89,3721860000.0,10.968198289528557,11.069291090744562,22.03748938027312,0,False,0,36550,42110,58320,73280,79650,1,0.1818181818181818,0.5909090909090909,1.0,0.2727272727272727,0.4772727272727273,0.6818181818181819,1.0,17-30,0,0
2022,0,0,17-3022,Civil Engineering Technologists and Technicians,62350.0,61480.0,29.56,3833278000.0,11.026467197652533,11.040518951108185,22.06698614876072,0,False,0,37430,46300,59630,74590,85740,1,0.1818181818181818,0.5909090909090909,1.0,0.2727272727272727,0.4772727272727273,0.6818181818181819,1.0,17-30,0,0
2023,1,1,17-3022,Civil Engineering Technologists and Technicians,63560.0,63770.0,30.66,4053221200.0,11.063038139309317,11.059739620650651,22.12277775995997,0,False,0,39120,47920,60700,76570,91010,1,0.1818181818181818,0.5909090909090909,1.0,0.2727272727272727,0.4772727272727273,0.6818181818181819,1.0,17-30,0,0
2024,2,1,17-3022,Civil Engineering Technologists and Technicians,62130.0,68450.0,32.91,4252798500.0,11.133858830716594,11.03698424305774,22.170843073774336,0,False,0,43550,51730,64200,79550,97840,1,0.1818181818181818,0.5909090909090909,1.0,0.2727272727272727,0.4772727272727273,0.6818181818181819,1.0,17-30,0,0
2025,3,1,17-3022,Civil Engineering Technologists and Technicians,68520.0,68990.0,33.17,4727194800.0,11.141716845540154,11.134880952438056,22.27659779797821,0,False,0,44220,51490,64950,80650,98980,1,0.1818181818181818,0.5909090909090909,1.0,0.2727272727272727,0.4772727272727273,0.6818181818181819,1.0,17-30,0,0
2019,-3,0,17-3023,Electrical and Electronic Engineering Technologists and Technicians,122550.0,66240.0,31.84,8117712000.0,11.101039789059142,11.71627438895626,22.8173141780154,0,False,0,39190,50790,65260,78910,96690,1,0.1886792452830188,0.4056603773584905,0.6226415094339622,0.0943396226415094,0.330188679245283,0.5660377358490566,1.0,17-30,0,0
2020,-2,0,17-3023,Electrical and Electronic Engineering Technologists and Technicians,115270.0,68310.0,32.84,7874093700.0,11.131811447725894,11.655032481595056,22.786843929320952,0,False,0,40170,52520,67550,81430,99810,1,0.1886792452830188,0.4056603773584905,0.6226415094339622,0.0943396226415094,0.330188679245283,0.5660377358490566,1.0,17-30,0,0
2021,-1,0,17-3023,Electrical and Electronic Engineering Technologists and Technicians,101450.0,69070.0,33.21,7007151500.0,11.14287576208302,11.52732134525396,22.67019710733698,0,False,0,39840,49330,63640,79080,99210,1,0.1886792452830188,0.4056603773584905,0.6226415094339622,0.0943396226415094,0.330188679245283,0.5660377358490566,1.0,17-30,0,0
2022,0,0,17-3023,Electrical and Electronic Engineering Technologists and Technicians,99050.0,70810.0,34.04,7013730500.0,11.16775551264582,11.503380052126698,22.67113556477252,0,False,0,43930,52400,66390,81890,101480,1,0.1886792452830188,0.4056603773584905,0.6226415094339622,0.0943396226415094,0.330188679245283,0.5660377358490566,1.0,17-30,0,0
2023,1,1,17-3023,Electrical and Electronic Engineering Technologists and Technicians,97420.0,74440.0,35.79,7251944800.0,11.217748710756188,11.486786807360534,22.70453551811672,0,False,0,46420,57990,72800,85680,105320,1,0.1886792452830188,0.4056603773584905,0.6226415094339622,0.0943396226415094,0.330188679245283,0.5660377358490566,1.0,17-30,0,0
2024,2,1,17-3023,Electrical and Electronic Engineering Technologists and Technicians,92710.0,78580.0,37.78,7285151800.0,11.27187249311245,11.437231620601027,22.70910411371348,0,False,0,48250,60610,77180,94810,111790,1,0.1886792452830188,0.4056603773584905,0.6226415094339622,0.0943396226415094,0.330188679245283,0.5660377358490566,1.0,17-30,0,0
2025,3,1,17-3023,Electrical and Electronic Engineering Technologists and Technicians,95130.0,80680.0,38.79,7675088400.0,11.298245992068148,11.462999656200502,22.76124564826865,0,False,0,49510,61610,78190,97650,115700,1,0.1886792452830188,0.4056603773584905,0.6226415094339622,0.0943396226415094,0.330188679245283,0.5660377358490566,1.0,17-30,0,0
2019,-3,0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14290.0,61420.0,29.53,877691800.0,11.025490793994813,9.567315270923912,20.59280606491873,0,False,0,36520,45390,58350,74600,93450,1,0.2564184852374839,0.3873555840821566,0.5182926829268293,0.04878048780487805,0.22111681643132214,0.3934531450577663,2.0,17-30,0,0
2020,-2,0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,13160.0,62800.0,30.19,826448000.0,11.04771035245629,9.484937204879309,20.5326475573356,0,False,0,37350,46640,59800,76270,95340,1,0.2564184852374839,0.3873555840821566,0.5182926829268293,0.04878048780487805,0.22111681643132214,0.3934531450577663,2.0,17-30,0,0
2021,-1,0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,11590.0,63880.0,30.71,740369200.0,11.064761602328948,9.357897936333798,20.422659538662742,0,False,0,37650,47680,60360,76920,98070,1,0.2564184852374839,0.3873555840821566,0.5182926829268293,0.04878048780487805,0.22111681643132214,0.3934531450577663,2.0,17-30,0,0
2022,0,0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14540.0,65920.0,31.69,958476800.0,11.096197164583351,9.58465875108751,20.680855915670865,0,False,0,40300,48550,60570,78250,99390,1,0.2564184852374839,0.3873555840821566,0.5182926829268293,0.04878048780487805,0.22111681643132214,0.3934531450577663,2.0,17-30,0,0
2023,1,1,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15360.0,72430.0,34.82,1112524800.0,11.190375857189371,9.639522006701664,20.829897863891038,0,False,0,44210,51650,65080,82990,104690,1,0.2564184852374839,0.3873555840821566,0.5182926829268293,0.04878048780487805,0.22111681643132214,0.3934531450577663,2.0,17-30,0,0
2024,2,1,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14680.0,75710.0,36.4,1111422800.0,11.234665531097352,9.594241302168507,20.828906833265854,0,False,0,47770,58570,70760,87320,109580,1,0.2564184852374839,0.3873555840821566,0.5182926829268293,0.04878048780487805,0.22111681643132214,0.3934531450577663,2.0,17-30,0,0
2025,3,1,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15520.0,76420.0,36.74,1186038400.0,11.243999721000892,9.64988479373721,20.8938845147381,0,False,0,47840,59780,73900,88540,109890,1,0.2564184852374839,0.3873555840821566,0.5182926829268293,0.04878048780487805,0.22111681643132214,0.3934531450577663,2.0,17-30,0,0
2019,-3,0,17-3025,Environmental Engineering Technologists and Technicians,18010.0,54740.0,26.32,985867400.0,10.91034998259467,9.79868243817,20.70903242076467,0,False,0,32610,38780,50620,64890,82930,1,0.1052631578947368,0.4078947368421052,0.7105263157894737,0.2368421052631578,0.4342105263157894,0.631578947368421,1.0,17-30,0,0
2020,-2,0,17-3025,Environmental Engineering Technologists and Technicians,17070.0,56570.0,27.2,965649900.0,10.9432340883372,9.745077815788486,20.688311904125687,0,False,0,32850,39330,51630,67100,87730,1,0.1052631578947368,0.4078947368421052,0.7105263157894737,0.2368421052631578,0.4342105263157894,0.631578947368421,1.0,17-30,0,0
2021,-1,0,17-3025,Environmental Engineering Technologists and Technicians,14910.0,56590.0,27.21,843756900.0,10.94358757013657,9.609787407758784,20.553374977895352,0,False,0,35870,37850,48390,66870,84740,1,0.1052631578947368,0.4078947368421052,0.7105263157894737,0.2368421052631578,0.4342105263157894,0.631578947368421,1.0,17-30,0,0
2022,0,0,17-3025,Environmental Engineering Technologists and Technicians,13400.0,58020.0,27.9,777468000.0,10.968543057675396,9.503009985939002,20.4715530436144,0,False,0,35810,42190,50980,66550,84430,1,0.1052631578947368,0.4078947368421052,0.7105263157894737,0.2368421052631578,0.4342105263157894,0.631578947368421,1.0,17-30,0,0
2023,1,1,17-3025,Environmental Engineering Technologists and Technicians,13780.0,58780.0,28.26,809988400.0,10.981556939972908,9.53097354456765,20.51253048454056,0,False,0,36150,45330,54000,68790,84640,1,0.1052631578947368,0.4078947368421052,0.7105263157894737,0.2368421052631578,0.4342105263157894,0.631578947368421,1.0,17-30,0,0
2024,2,1,17-3025,Environmental Engineering Technologists and Technicians,12500.0,63070.0,30.32,788375000.0,11.052000499657696,9.433483923290392,20.48548442294809,0,False,0,39670,48250,58890,75290,92280,1,0.1052631578947368,0.4078947368421052,0.7105263157894737,0.2368421052631578,0.4342105263157894,0.631578947368421,1.0,17-30,0,0
2025,3,1,17-3025,Environmental Engineering Technologists and Technicians,12190.0,64870.0,31.19,790765300.0,11.0801405462071,9.408371222475315,20.488511768682415,0,False,0,39910,48200,59920,75960,96660,1,0.1052631578947368,0.4078947368421052,0.7105263157894737,0.2368421052631578,0.4342105263157894,0.631578947368421,1.0,17-30,0,0
2019,-3,0,17-3026,Industrial Engineering Technologists and Technicians,67110.0,59400.0,28.56,3986334000.0,10.992049505350735,11.114088343152284,22.10613784850302,0,False,0,35850,44440,56550,71220,87790,1,0.1725768321513002,0.41903073286052006,0.66548463356974,0.1684397163120567,0.3683510638297872,0.5682624113475176,2.0,17-30,0,0
2020,-2,0,17-3026,Industrial Engineering Technologists and Technicians,62980.0,59920.0,28.81,3773761600.0,11.0007656181911,11.050572494655016,22.05133811284612,0,False,0,36550,45040,57320,71990,86900,1,0.1725768321513002,0.41903073286052006,0.66548463356974,0.1684397163120567,0.3683510638297872,0.5682624113475176,2.0,17-30,0,0
2021,-1,0,17-3026,Industrial Engineering Technologists and Technicians,62030.0,61230.0,29.44,3798096900.0,11.022392544472,11.035373417967165,22.057765962439163,0,False,0,37790,47410,60220,75600,85530,1,0.1725768321513002,0.41903073286052006,0.66548463356974,0.1684397163120567,0.3683510638297872,0.5682624113475176,2.0,17-30,0,0
2022,0,0,17-3026,Industrial Engineering Technologists and Technicians,66560.0,63470.0,30.52,4224563200.0,11.058322632300516,11.10585907549509,22.164181707795606,0,False,0,40710,48750,61210,75510,90430,1,0.1725768321513002,0.41903073286052006,0.66548463356974,0.1684397163120567,0.3683510638297872,0.5682624113475176,2.0,17-30,0,0
2023,1,1,17-3026,Industrial Engineering Technologists and Technicians,73020.0,66640.0,32.04,4866052800.0,11.107060276840723,11.198488655209628,22.305548932050357,0,False,0,44950,50680,62610,77390,94540,1,0.1725768321513002,0.41903073286052006,0.66548463356974,0.1684397163120567,0.3683510638297872,0.5682624113475176,2.0,17-30,0,0
2024,2,1,17-3026,Industrial Engineering Technologists and Technicians,73410.0,69780.0,33.55,5122549800.0,11.153102714740765,11.203815445104826,22.35691815984559,0,False,0,46370,53230,64790,79040,97670,1,0.1725768321513002,0.41903073286052006,0.66548463356974,0.1684397163120567,0.3683510638297872,0.5682624113475176,2.0,17-30,0,0
2025,3,1,17-3026,Industrial Engineering Technologists and Technicians,75570.0,70700.0,33.99,5342799000.0,11.166200851884664,11.232814658014766,22.39901550989943,0,False,0,47300,55760,66120,80280,99150,1,0.1725768321513002,0.41903073286052006,0.66548463356974,0.1684397163120567,0.3683510638297872,0.5682624113475176,2.0,17-30,0,0
2019,-3,0,17-3027,Mechanical Engineering Technologists and Technicians,42820.0,59160.0,28.44,2533231200.0,10.988000916824737,10.664760562143671,21.65276147896841,0,False,0,35140,44170,56980,72140,88640,1,0.1094104308390022,0.37868480725623577,0.6479591836734693,0.1678004535147392,0.3151927437641723,0.4625850340136054,2.0,17-30,0,0
2020,-2,0,17-3027,Mechanical Engineering Technologists and Technicians,39880.0,60880.0,29.27,2427894400.0,11.016659992535567,10.593630224075774,21.610290216611343,0,False,0,36200,45430,58230,73800,91320,1,0.1094104308390022,0.37868480725623577,0.6479591836734693,0.1678004535147392,0.3151927437641723,0.4625850340136054,2.0,17-30,0,0
2021,-1,0,17-3027,Mechanical Engineering Technologists and Technicians,40180.0,63390.0,30.47,2547010200.0,11.057061399278211,10.601124638368926,21.658186037647138,0,False,0,37670,47700,60460,76600,95300,1,0.1094104308390022,0.37868480725623577,0.6479591836734693,0.1678004535147392,0.3151927437641723,0.4625850340136054,2.0,17-30,0,0
2022,0,0,17-3027,Mechanical Engineering Technologists and Technicians,39610.0,64530.0,31.02,2556033300.0,11.074885510929883,10.586836890615963,21.66172240154585,0,False,0,39890,49060,61990,77310,94720,1,0.1094104308390022,0.37868480725623577,0.6479591836734693,0.1678004535147392,0.3151927437641723,0.4625850340136054,2.0,17-30,0,0
2023,1,1,17-3027,Mechanical Engineering Technologists and Technicians,38930.0,67990.0,32.69,2646850700.0,11.127115914520504,10.5695204406045,21.69663635512501,0,False,0,44110,51930,64020,79910,96740,1,0.1094104308390022,0.37868480725623577,0.6479591836734693,0.1678004535147392,0.3151927437641723,0.4625850340136054,2.0,17-30,0,0
2024,2,1,17-3027,Mechanical Engineering Technologists and Technicians,37450.0,72450.0,34.83,2713252500.0,11.190651947748828,10.530761988945365,21.721413936694194,0,False,0,46940,57330,68730,82980,100890,1,0.1094104308390022,0.37868480725623577,0.6479591836734693,0.1678004535147392,0.3151927437641723,0.4625850340136054,2.0,17-30,0,0
2025,3,1,17-3027,Mechanical Engineering Technologists and Technicians,36190.0,76380.0,36.72,2764192200.0,11.243476160779506,10.496538116557788,21.74001427733729,0,False,0,48400,59510,74510,88110,106050,1,0.1094104308390022,0.37868480725623577,0.6479591836734693,0.1678004535147392,0.3151927437641723,0.4625850340136054,2.0,17-30,0,0
2021,-1,0,17-3028,Calibration Technologists and Technicians,8500.0,62800.0,30.19,533800000.0,11.04771035245629,9.047821442478408,20.095531794934697,0,False,0,36930,47110,60340,76920,95820,0,0.2,0.4,0.6,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,17-30,0,0
2022,0,0,17-3028,Calibration Technologists and Technicians,10790.0,67200.0,32.31,725088000.0,11.11542852651124,9.28637505825218,20.40180358476342,0,False,0,39760,48930,62050,80030,99300,0,0.2,0.4,0.6,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,17-30,0,0
2023,1,1,17-3028,Calibration Technologists and Technicians,13220.0,67360.0,32.39,890499200.0,11.117806648916208,9.489486113405675,20.607292762321887,0,False,0,42370,50050,62790,79170,100850,0,0.2,0.4,0.6,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,17-30,0,0
2024,2,1,17-3028,Calibration Technologists and Technicians,15320.0,71080.0,34.18,1088945600.0,11.171561282268588,9.636914443294582,20.80847572556317,0,False,0,44730,52250,65040,83600,105440,0,0.2,0.4,0.6,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,17-30,0,0
2025,3,1,17-3028,Calibration Technologists and Technicians,16540.0,74170.0,35.66,1226771800.0,11.214115034730604,9.713536968577682,20.927652003308285,0,False,0,46680,56380,67820,92080,106550,0,0.2,0.4,0.6,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,17-30,0,0
2021,-1,0,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",73600.0,68290.0,32.83,5026144000.0,11.131518621955134,11.206400304716968,22.337918926672103,0,False,0,37530,47690,61950,81490,101240,0,0.05555555555555555,0.26877394636015317,0.4819923371647509,0.0444444444444444,0.2601532567049808,0.47586206896551725,2.0,17-30,0,0
2022,0,0,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",70250.0,70550.0,33.92,4956137500.0,11.16407695728096,11.159815587195991,22.32389254447695,0,False,0,38570,49140,65520,85930,105120,0,0.05555555555555555,0.26877394636015317,0.4819923371647509,0.0444444444444444,0.2601532567049808,0.47586206896551725,2.0,17-30,0,0
2023,1,1,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",66200.0,75290.0,36.2,4984198000.0,11.229102602844169,11.1004357419251,22.32953834476927,0,False,0,42900,54160,73500,92880,109190,0,0.05555555555555555,0.26877394636015317,0.4819923371647509,0.0444444444444444,0.2601532567049808,0.47586206896551725,2.0,17-30,0,0
2024,2,1,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",64410.0,79740.0,38.34,5136053400.0,11.286526620935346,11.073024179540935,22.35955080047628,0,False,0,47010,59700,77390,97760,114630,0,0.05555555555555555,0.26877394636015317,0.4819923371647509,0.0444444444444444,0.2601532567049808,0.47586206896551725,2.0,17-30,0,0
2025,3,1,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",59930.0,80960.0,38.93,4851932800.0,11.301710484521292,11.00093249345223,22.302642977973523,0,False,0,47030,60390,78350,99310,118330,0,0.05555555555555555,0.26877394636015317,0.4819923371647509,0.0444444444444444,0.2601532567049808,0.47586206896551725,2.0,17-30,0,0
2019,-3,0,17-3031,Surveying and Mapping Technicians,53030.0,48500.0,23.32,2571955000.0,10.789319076925574,10.878613070131175,21.66793214705675,0,False,0,28410,34960,45010,59070,75190,1,0.0851063829787234,0.5,0.9148936170212766,0.1063829787234042,0.5106382978723404,0.9148936170212766,1.0,17-30,0,0
2020,-2,0,17-3031,Surveying and Mapping Technicians,53370.0,49770.0,23.93,2656224900.0,10.8151676718526,10.88500406932799,21.70017174118059,0,False,0,29110,35760,46200,60430,77480,1,0.0851063829787234,0.5,0.9148936170212766,0.1063829787234042,0.5106382978723404,0.9148936170212766,1.0,17-30,0,0
